상품명,수량,상품금액,날짜,시간,판매자,
gollem,10,3000,2022-12-3,04:00,admin,
mushrom,4,3200,2024-4-12,09:41,mymelo,
dinner,8,500,2025-12-23,04:53,legend,
water,1,480,2022-4-12,15:36,kuromi,
courage,5,3000,2024-12-2,22:59,kuromi,
mushrom,3,3200,2024-1-25,08:40,legend,
courage,3,3000,2025-12-3,00:59,anohana,
party table,3,1000,2023-5-2,12:37,anohana,
mushrom,5,3200,2024-1-14,01:30,legend,
party table,1,1000,2025-5-2,11:32,anohana,
water,9,480,2024-6-2,09:53,mymelo,
gollem's sweat,2,1500,2023-4-5,11:12,mymelo,
party table,7,1000,2024-10-16,23:28,anohana,
mushrom,10,3200,2022-11-2,03:44,legend,
party table,3,1000,2025-6-6,12:39,legend,
sord,8,4000,2025-12-2,17:09,kuromi,
mushrom,2,3200,2025-8-11,13:22,legend,
plant,4,300,2022-1-6,03:20,legend,
mushrom,2,3200,2025-12-12,19:15,anohana,
dinner,6,500,2024-12-5,04:08,legend,
mushrom,7,3200,2023-12-8,14:10,legend,
mushrom,7,3200,2020-1-12,07:16,mymelo,
history,4,5000,2025-1-12,23:03,anohana,
jelly,6,400,2025-8-14,02:24,legend,
sord,4,4000,2021-1-10,02:53,mymelo,
party table,1,1000,2024-7-28,23:57,anohana,
mushrom,3,3200,2025-1-13,00:33,kuromi,
jelly,5,400,2023-11-14,06:32,mymelo,
plant,1,300,2025-12-9,11:28,legend,
mushrom,8,3200,2020-10-1,13:03,legend,
plant,7,300,2024-11-24,17:36,anohana,
party table,8,1000,2025-7-2,18:12,mymelo,
mushrom,4,3200,2020-11-26,14:49,admin,
gollem's sweat,7,1500,2025-12-13,18:03,anohana,
history,9,5000,2024-1-9,03:27,mymelo,
history,5,5000,2025-5-6,10:40,kuromi,
mushrom,8,3200,2024-12-3,18:32,legend,
mushrom,5,3200,2025-1-21,03:19,mymelo,
gollem's sweat,3,1500,2025-12-28,13:04,anohana,
party table,2,1000,2025-7-22,22:07,legend,
party table,2,1000,2025-5-14,19:53,legend,
gollem,2,3000,2020-1-12,01:48,legend,
party table,9,1000,2022-7-21,17:25,legend,
mushrom,4,3200,2024-12-4,12:19,mymelo,
mushrom,5,3200,2025-12-17,01:03,legend,
mushrom,3,3200,2021-1-6,04:45,legend,
history,1,5000,2024-12-28,08:40,legend,
mushrom,6,3200,2020-4-25,18:56,legend,
mushrom,7,3200,2025-12-12,09:14,legend,
water,6,480,2020-12-12,13:32,legend,
water,10,480,2022-12-19,06:40,kuromi,
mushrom,6,3200,2025-10-12,14:28,legend,
gollem's sweat,2,1500,2023-12-29,11:45,anohana,
mushrom,2,3200,2022-4-5,19:31,kuromi,
mushrom,9,3200,2025-1-15,10:22,legend,
mushrom,3,3200,2023-1-2,19:40,admin,
mushrom,5,3200,2025-1-28,05:24,anohana,
sord,2,4000,2024-1-31,06:28,legend,
mushrom,3,3200,2024-3-12,22:16,legend,
gollem's sweat,4,1500,2024-1-17,07:59,anohana,
gollem,1,3000,2025-10-6,08:43,admin,
mushrom,7,3200,2025-10-22,17:30,legend,
mushrom,4,3200,2020-11-28,12:49,legend,
plant,7,300,2020-1-12,04:14,legend,
history,6,5000,2025-2-6,09:29,legend,
jelly,3,400,2024-1-12,05:14,admin,
mushrom,10,3200,2022-10-12,01:20,anohana,
gollem's sweat,9,1500,2025-1-12,17:21,legend,
mushrom,5,3200,2020-11-11,07:41,legend,
courage,9,3000,2020-12-28,00:15,mymelo,
mushrom,10,3200,2020-8-19,11:11,legend,
mushrom,9,3200,2025-12-2,06:37,legend,
courage,8,3000,2025-6-29,20:25,legend,
jelly,1,400,2022-12-2,18:53,legend,
jelly,9,400,2024-10-11,00:03,legend,
sord,1,4000,2024-2-12,06:15,kuromi,
mushrom,8,3200,2024-12-12,10:02,anohana,
mushrom,1,3200,2025-1-18,17:31,kuromi,
dinner,10,500,2025-11-12,11:09,anohana,
gollem,6,3000,2020-2-12,18:23,legend,
water,3,480,2024-9-12,04:47,legend,
courage,5,3000,2025-12-22,17:34,legend,
mushrom,8,3200,2024-12-20,18:28,legend,
sord,10,4000,2024-1-3,18:41,anohana,
courage,4,3000,2025-2-2,00:35,anohana,
courage,6,3000,2024-1-20,18:01,anohana,
mushrom,9,3200,2024-12-30,05:48,legend,
courage,5,3000,2025-1-26,03:19,legend,
history,6,5000,2025-6-18,09:04,legend,
sord,3,4000,2022-1-12,19:52,anohana,
mushrom,10,3200,2020-1-12,15:43,anohana,
courage,10,3000,2024-11-11,00:38,legend,
gollem,10,3000,2025-10-8,22:43,kuromi,
plant,10,300,2020-3-8,15:26,legend,
plant,1,300,2023-1-12,08:03,legend,
jelly,5,400,2025-7-12,19:51,anohana,
party table,6,1000,2020-6-27,22:46,mymelo,
dinner,1,500,2020-12-16,20:10,legend,
party table,9,1000,2020-7-26,11:31,legend,
mushrom,4,3200,2021-1-6,17:21,legend,
jelly,5,400,2020-1-25,18:01,legend,
mushrom,3,3200,2025-11-11,07:15,legend,
mushrom,10,3200,2020-1-2,11:59,mymelo,
mushrom,2,3200,2025-12-27,14:35,anohana,
gollem,9,3000,2023-1-16,04:15,legend,
history,1,5000,2024-2-14,18:57,anohana,
mushrom,9,3200,2024-4-15,19:05,kuromi,
dinner,8,500,2025-12-2,01:21,legend,
mushrom,8,3200,2025-4-12,05:21,kuromi,
history,7,5000,2023-1-21,04:26,legend,
mushrom,10,3200,2024-9-24,05:59,legend,
mushrom,10,3200,2023-12-2,12:11,anohana,
sord,1,4000,2020-7-14,13:15,legend,
mushrom,8,3200,2024-1-2,01:30,legend,
mushrom,1,3200,2024-1-11,01:23,kuromi,
courage,4,3000,2025-12-20,23:08,anohana,
history,10,5000,2025-1-12,08:33,mymelo,
mushrom,5,3200,2022-1-25,01:03,admin,
courage,2,3000,2025-1-12,11:42,anohana,
mushrom,8,3200,2023-9-12,12:45,legend,
mushrom,3,3200,2020-1-15,20:17,legend,
gollem's sweat,7,1500,2022-1-12,15:19,mymelo,
dinner,7,500,2025-11-8,16:27,legend,
courage,7,3000,2021-6-4,11:13,anohana,
mushrom,10,3200,2025-12-12,22:17,mymelo,
mushrom,9,3200,2022-12-13,11:54,legend,
gollem,1,3000,2022-1-12,01:48,anohana,
mushrom,8,3200,2022-9-11,09:43,kuromi,
jelly,2,400,2024-1-7,09:39,legend,
mushrom,3,3200,2024-12-10,13:26,mymelo,
jelly,4,400,2025-12-12,08:54,legend,
mushrom,10,3200,2025-8-2,17:18,legend,
water,9,480,2024-12-18,04:56,anohana,
dinner,4,500,2025-9-29,02:59,mymelo,
mushrom,2,3200,2024-2-16,08:18,mymelo,
mushrom,10,3200,2020-1-12,17:57,kuromi,
gollem's sweat,1,1500,2023-1-16,02:16,legend,
mushrom,4,3200,2020-12-2,00:03,legend,
courage,7,3000,2022-1-25,11:13,kuromi,
gollem,7,3000,2020-1-13,12:17,legend,
gollem,5,3000,2025-8-20,11:19,legend,
mushrom,8,3200,2025-1-24,03:58,anohana,
gollem's sweat,8,1500,2025-12-12,01:55,legend,
mushrom,1,3200,2025-12-9,15:57,legend,
gollem's sweat,7,1500,2022-5-17,12:12,anohana,
mushrom,2,3200,2022-12-12,08:55,kuromi,
water,5,480,2025-1-20,14:41,legend,
gollem's sweat,4,1500,2024-1-12,12:22,mymelo,
party table,1,1000,2025-6-10,14:10,legend,
mushrom,5,3200,2025-1-2,14:07,legend,
gollem's sweat,9,1500,2024-6-20,21:36,admin,
party table,9,1000,2020-10-19,08:38,anohana,
jelly,8,400,2025-1-2,19:44,legend,
mushrom,3,3200,2025-3-7,04:25,mymelo,
sord,8,4000,2020-12-10,13:30,legend,
mushrom,2,3200,2024-4-23,15:26,mymelo,
party table,1,1000,2025-7-17,19:51,legend,
plant,2,300,2022-11-5,08:55,legend,
mushrom,1,3200,2021-2-12,17:35,legend,
mushrom,10,3200,2024-12-22,02:52,legend,
party table,3,1000,2025-7-26,11:24,mymelo,
mushrom,6,3200,2025-1-27,07:29,anohana,
sord,8,4000,2025-12-26,13:30,legend,
mushrom,3,3200,2025-1-28,05:49,legend,
mushrom,1,3200,2020-12-12,23:42,mymelo,
dinner,7,500,2020-1-15,23:12,mymelo,
mushrom,9,3200,2025-12-31,19:33,legend,
water,7,480,2025-6-8,18:42,admin,
gollem's sweat,7,1500,2025-12-12,10:57,legend,
history,3,5000,2020-12-12,07:13,kuromi,
courage,5,3000,2020-9-12,13:45,legend,
mushrom,9,3200,2020-12-20,07:33,legend,
mushrom,10,3200,2025-12-3,22:09,anohana,
mushrom,4,3200,2020-1-29,16:38,kuromi,
jelly,6,400,2024-1-4,07:08,legend,
water,2,480,2025-1-13,07:29,admin,
mushrom,10,3200,2025-12-18,03:28,mymelo,
history,10,5000,2020-7-12,16:23,legend,
party table,7,1000,2025-6-20,02:59,admin,
mushrom,8,3200,2025-12-16,01:52,mymelo,
gollem's sweat,9,1500,2022-1-18,13:57,legend,
history,10,5000,2020-1-28,02:06,anohana,
gollem's sweat,3,1500,2022-12-23,21:43,legend,
mushrom,7,3200,2024-1-23,18:49,legend,
courage,5,3000,2022-1-24,20:58,anohana,
mushrom,8,3200,2024-11-11,08:28,kuromi,
mushrom,2,3200,2025-1-2,05:43,kuromi,
gollem's sweat,3,1500,2025-11-28,09:13,mymelo,
water,6,480,2022-9-2,03:10,legend,
mushrom,6,3200,2020-1-13,11:15,legend,
party table,5,1000,2025-7-28,18:25,legend,
mushrom,3,3200,2020-1-29,11:11,kuromi,
plant,2,300,2023-12-22,13:45,mymelo,
mushrom,5,3200,2020-12-23,00:30,legend,
party table,6,1000,2025-5-2,19:49,legend,
party table,8,1000,2020-5-2,11:31,legend,
courage,1,3000,2024-1-30,01:05,legend,
mushrom,1,3200,2025-3-29,13:10,anohana,
mushrom,9,3200,2020-1-26,22:48,legend,
history,1,5000,2021-12-25,13:06,mymelo,
mushrom,8,3200,2025-10-26,10:34,legend,
mushrom,9,3200,2025-12-16,19:51,kuromi,
sord,5,4000,2025-5-2,20:33,legend,
party table,10,1000,2024-9-16,05:09,kuromi,
dinner,2,500,2024-12-23,21:42,legend,
mushrom,2,3200,2023-12-25,08:42,legend,
history,9,5000,2024-1-26,15:12,anohana,
mushrom,6,3200,2025-12-13,12:24,legend,
courage,2,3000,2025-1-11,18:42,legend,
history,6,5000,2022-6-14,05:02,legend,
sord,6,4000,2023-12-30,12:02,legend,
gollem,3,3000,2025-10-6,19:26,mymelo,
party table,9,1000,2025-7-30,05:40,legend,
plant,9,300,2022-11-26,11:03,mymelo,
mushrom,9,3200,2025-12-17,08:54,legend,
mushrom,2,3200,2024-1-29,20:26,kuromi,
courage,9,3000,2025-12-1,06:48,legend,
mushrom,4,3200,2022-11-2,06:33,anohana,
mushrom,2,3200,2025-12-28,04:49,anohana,
mushrom,1,3200,2022-1-12,18:31,mymelo,
party table,2,1000,2025-5-12,16:33,legend,
mushrom,10,3200,2020-1-12,02:26,legend,
gollem,4,3000,2023-5-2,08:21,kuromi,
mushrom,5,3200,2025-12-13,15:50,legend,
mushrom,5,3200,2020-1-7,06:59,legend,
courage,3,3000,2020-6-8,16:10,anohana,
mushrom,8,3200,2025-12-19,23:52,kuromi,
gollem,6,3000,2020-1-3,22:59,mymelo,
dinner,1,500,2023-1-4,16:15,mymelo,
mushrom,3,3200,2025-12-7,14:43,admin,
party table,4,1000,2021-7-12,02:01,admin,
gollem,5,3000,2025-1-3,09:09,legend,
mushrom,3,3200,2022-1-10,23:16,legend,
plant,3,300,2025-1-19,17:17,legend,
history,4,5000,2020-1-12,14:01,legend,
sord,7,4000,2023-1-20,22:50,legend,
mushrom,6,3200,2022-3-12,05:45,kuromi,
mushrom,1,3200,2020-1-2,04:24,anohana,
water,6,480,2020-11-12,16:07,admin,
mushrom,7,3200,2025-1-12,01:25,mymelo,
gollem,2,3000,2020-7-10,19:13,legend,
party table,5,1000,2025-4-12,10:08,legend,
courage,5,3000,2025-1-22,13:50,anohana,
party table,3,1000,2024-7-30,05:18,kuromi,
mushrom,10,3200,2024-12-12,14:25,anohana,
history,3,5000,2021-12-24,07:53,legend,
courage,6,3000,2022-12-12,07:42,legend,
mushrom,5,3200,2022-9-10,08:31,admin,
dinner,6,500,2025-1-29,05:15,mymelo,
plant,7,300,2024-8-19,02:31,anohana,
gollem,2,3000,2024-1-12,10:19,mymelo,
plant,5,300,2020-12-2,03:08,legend,
mushrom,10,3200,2023-12-13,03:16,admin,
mushrom,10,3200,2022-1-28,12:27,legend,
gollem,3,3000,2023-12-12,08:41,legend,
mushrom,7,3200,2025-4-9,18:06,mymelo,
mushrom,8,3200,2022-11-23,22:52,anohana,
mushrom,4,3200,2024-1-16,10:57,admin,
jelly,1,400,2025-12-2,13:14,legend,
mushrom,4,3200,2022-11-2,06:50,kuromi,
courage,8,3000,2024-12-9,09:12,legend,
mushrom,1,3200,2024-12-2,09:07,mymelo,
mushrom,1,3200,2024-1-2,19:39,mymelo,
mushrom,4,3200,2022-1-27,22:02,legend,
courage,9,3000,2025-1-10,09:43,legend,
party table,3,1000,2025-6-2,19:57,legend,
mushrom,3,3200,2025-1-24,10:35,legend,
party table,6,1000,2020-6-22,19:06,legend,
sord,10,4000,2024-1-12,02:46,legend,
mushrom,3,3200,2021-8-5,13:20,mymelo,
mushrom,10,3200,2020-1-6,02:30,anohana,
history,3,5000,2025-1-1,05:47,legend,
mushrom,3,3200,2020-1-12,21:32,legend,
dinner,8,500,2025-1-15,00:38,mymelo,
mushrom,9,3200,2025-11-12,20:05,anohana,
mushrom,10,3200,2025-12-12,12:58,legend,
party table,6,1000,2024-7-13,13:29,admin,
courage,2,3000,2025-5-11,14:14,admin,
history,1,5000,2024-12-20,02:01,anohana,
jelly,3,400,2025-1-2,14:08,admin,
plant,5,300,2020-10-18,09:01,anohana,
mushrom,1,3200,2022-1-12,08:00,anohana,
sord,6,4000,2022-6-19,05:52,mymelo,
party table,5,1000,2024-9-2,00:30,anohana,
history,1,5000,2024-5-1,04:04,legend,
courage,2,3000,2025-2-2,23:09,mymelo,
party table,5,1000,2024-4-30,19:36,mymelo,
mushrom,5,3200,2022-1-17,16:04,legend,
history,5,5000,2024-6-25,09:24,legend,
gollem,5,3000,2023-1-21,17:22,legend,
water,4,480,2024-1-6,08:30,mymelo,
mushrom,1,3200,2025-2-17,18:59,anohana,
gollem,7,3000,2024-1-21,00:37,mymelo,
mushrom,2,3200,2020-9-22,17:15,admin,
mushrom,5,3200,2024-1-8,20:37,legend,
courage,3,3000,2020-1-6,11:17,mymelo,
gollem's sweat,5,1500,2020-11-23,04:58,anohana,
jelly,5,400,2023-3-2,08:59,kuromi,
plant,9,300,2025-1-12,16:49,admin,
plant,4,300,2024-8-12,03:12,anohana,
water,10,480,2025-12-12,23:46,admin,
gollem,8,3000,2025-12-12,04:26,anohana,
mushrom,2,3200,2021-8-12,04:37,anohana,
mushrom,5,3200,2023-1-28,05:29,mymelo,
mushrom,2,3200,2023-12-20,09:06,kuromi,
mushrom,9,3200,2022-12-25,03:12,legend,
courage,6,3000,2024-1-12,06:22,legend,
jelly,7,400,2025-10-2,18:30,legend,
jelly,4,400,2024-1-25,02:19,mymelo,
mushrom,3,3200,2024-2-12,21:55,kuromi,
party table,5,1000,2022-7-23,00:03,legend,
party table,1,1000,2021-6-16,05:04,mymelo,
mushrom,10,3200,2025-11-2,04:47,legend,
party table,4,1000,2020-5-12,09:31,legend,
history,4,5000,2022-11-12,17:09,kuromi,
plant,5,300,2022-1-2,03:08,legend,
party table,8,1000,2025-7-6,00:56,mymelo,
plant,10,300,2020-1-11,04:31,legend,
mushrom,7,3200,2025-12-5,16:44,kuromi,
water,3,480,2020-1-12,20:31,legend,
party table,6,1000,2020-7-14,10:41,legend,
water,8,480,2024-1-2,08:29,legend,
dinner,1,500,2025-11-13,00:21,anohana,
mushrom,6,3200,2025-1-4,10:59,kuromi,
mushrom,5,3200,2024-12-12,03:38,mymelo,
party table,6,1000,2020-6-28,23:08,anohana,
mushrom,1,3200,2024-1-12,01:46,legend,
jelly,8,400,2020-1-12,02:42,anohana,
plant,6,300,2025-12-2,05:01,legend,
mushrom,2,3200,2025-1-19,03:23,legend,
party table,1,1000,2024-7-14,09:27,admin,
mushrom,7,3200,2025-12-24,16:18,admin,
gollem's sweat,5,1500,2025-1-2,09:33,mymelo,
courage,8,3000,2025-12-15,16:12,legend,
mushrom,4,3200,2025-1-22,00:54,legend,
history,6,5000,2020-12-2,09:49,mymelo,
mushrom,9,3200,2023-1-10,15:38,legend,
mushrom,1,3200,2024-12-20,18:03,kuromi,
party table,3,1000,2025-6-22,12:16,legend,
mushrom,2,3200,2025-1-5,07:04,anohana,
sord,6,4000,2022-1-24,09:11,admin,
mushrom,6,3200,2022-1-12,21:34,legend,
party table,3,1000,2024-5-12,12:04,kuromi,
sord,2,4000,2025-12-12,17:22,legend,
party table,7,1000,2020-5-4,09:34,anohana,
dinner,10,500,2020-5-6,13:31,mymelo,
water,2,480,2025-12-14,06:37,kuromi,
mushrom,9,3200,2025-2-19,20:19,kuromi,
courage,2,3000,2025-1-12,18:02,legend,
jelly,7,400,2025-1-12,04:00,mymelo,
gollem,2,3000,2025-12-25,05:49,mymelo,
mushrom,4,3200,2025-3-2,00:42,legend,
sord,5,4000,2020-1-11,06:35,legend,
gollem,1,3000,2024-3-20,18:22,anohana,
history,7,5000,2025-10-22,04:45,kuromi,
dinner,5,500,2023-3-10,03:15,mymelo,
mushrom,4,3200,2024-12-13,04:05,legend,
gollem,1,3000,2025-1-12,08:12,anohana,
jelly,7,400,2024-1-12,06:08,anohana,
party table,6,1000,2020-7-18,08:43,legend,
history,6,5000,2022-11-7,19:03,legend,
mushrom,2,3200,2020-3-2,16:20,anohana,
mushrom,8,3200,2022-1-6,03:08,legend,
dinner,10,500,2024-1-5,05:00,mymelo,
jelly,4,400,2025-12-27,19:14,legend,
mushrom,8,3200,2025-8-20,08:26,legend,
jelly,2,400,2020-5-23,04:19,legend,
gollem's sweat,8,1500,2024-12-29,07:17,kuromi,
water,1,480,2022-12-7,06:30,admin,
mushrom,4,3200,2024-1-12,21:29,anohana,
mushrom,7,3200,2024-11-8,05:25,admin,
mushrom,1,3200,2025-11-12,18:41,anohana,
mushrom,5,3200,2020-1-2,08:35,legend,
jelly,7,400,2025-7-10,00:00,anohana,
party table,1,1000,2022-2-2,19:10,kuromi,
history,10,5000,2024-1-3,16:06,kuromi,
sord,9,4000,2025-6-29,09:43,mymelo,
courage,5,3000,2025-1-2,05:01,legend,
history,6,5000,2025-9-25,18:09,legend,
mushrom,8,3200,2024-1-20,00:39,anohana,
jelly,3,400,2024-12-27,23:16,legend,
jelly,10,400,2025-9-3,06:51,legend,
water,7,480,2020-12-1,01:37,legend,
dinner,3,500,2025-12-2,14:41,legend,
dinner,9,500,2023-2-21,00:40,anohana,
history,4,5000,2024-1-2,00:56,admin,
mushrom,1,3200,2025-1-26,09:45,anohana,
mushrom,3,3200,2025-12-25,19:27,kuromi,
mushrom,1,3200,2023-1-22,00:46,anohana,
dinner,1,500,2020-5-23,00:46,legend,
mushrom,10,3200,2023-1-15,14:16,legend,
party table,8,1000,2025-5-7,23:10,legend,
mushrom,4,3200,2025-1-17,23:19,legend,
gollem's sweat,6,1500,2025-12-28,20:53,legend,
mushrom,8,3200,2025-1-2,15:31,mymelo,
mushrom,4,3200,2025-12-1,06:55,legend,
mushrom,7,3200,2025-1-28,19:00,legend,
plant,3,300,2020-6-29,16:37,mymelo,
gollem,7,3000,2020-12-2,20:32,anohana,
jelly,8,400,2020-4-7,04:40,legend,
gollem's sweat,5,1500,2025-12-7,15:53,anohana,
mushrom,8,3200,2025-12-31,19:18,anohana,
plant,4,300,2025-1-5,19:28,mymelo,
mushrom,7,3200,2022-12-26,12:45,legend,
sord,4,4000,2020-12-15,00:39,mymelo,
mushrom,8,3200,2022-1-30,08:51,legend,
water,9,480,2020-7-20,18:19,mymelo,
mushrom,6,3200,2020-12-12,02:44,anohana,
sord,3,4000,2020-1-27,15:24,mymelo,
plant,3,300,2024-2-19,13:40,legend,
mushrom,8,3200,2024-12-3,11:06,legend,
sord,2,4000,2025-12-19,17:25,mymelo,
water,8,480,2022-3-18,04:11,kuromi,
courage,5,3000,2025-1-4,04:02,admin,
mushrom,10,3200,2025-8-15,01:02,legend,
mushrom,1,3200,2020-1-12,15:36,legend,
mushrom,7,3200,2025-12-20,22:07,legend,
jelly,10,400,2024-5-19,07:52,legend,
mushrom,2,3200,2020-12-12,15:03,kuromi,
mushrom,8,3200,2022-12-5,00:33,mymelo,
mushrom,6,3200,2020-1-15,06:09,legend,
plant,9,300,2020-1-6,08:02,kuromi,
party table,1,1000,2025-6-2,08:38,kuromi,
history,3,5000,2024-1-12,18:16,legend,
mushrom,5,3200,2024-1-2,21:57,legend,
mushrom,4,3200,2022-1-26,23:13,legend,
mushrom,1,3200,2024-1-12,23:24,anohana,
party table,5,1000,2021-6-18,06:58,legend,
water,2,480,2021-1-2,23:55,anohana,
jelly,9,400,2025-5-12,19:56,legend,
gollem's sweat,8,1500,2022-1-12,17:17,kuromi,
mushrom,3,3200,2025-1-2,03:29,anohana,
mushrom,4,3200,2020-11-9,20:36,mymelo,
mushrom,6,3200,2025-11-22,09:55,anohana,
gollem's sweat,1,1500,2020-1-25,06:44,anohana,
party table,1,1000,2025-7-31,07:29,legend,
mushrom,2,3200,2021-1-9,19:53,anohana,
mushrom,10,3200,2020-1-4,01:48,legend,
party table,3,1000,2024-6-20,16:17,anohana,
mushrom,3,3200,2020-12-2,10:51,mymelo,
courage,4,3000,2020-7-2,09:40,admin,
gollem's sweat,2,1500,2020-2-12,04:18,legend,
gollem,9,3000,2025-1-16,19:59,admin,
mushrom,9,3200,2022-4-12,10:36,mymelo,
mushrom,8,3200,2023-11-26,20:10,anohana,
party table,10,1000,2025-6-27,10:36,legend,
dinner,3,500,2023-12-11,08:01,kuromi,
mushrom,5,3200,2021-10-10,11:37,legend,
mushrom,6,3200,2023-1-14,13:59,legend,
courage,4,3000,2022-1-9,03:46,admin,
history,9,5000,2024-9-16,12:59,legend,
mushrom,3,3200,2025-12-5,18:04,legend,
plant,7,300,2020-1-12,10:43,mymelo,
mushrom,4,3200,2024-12-21,20:35,mymelo,
mushrom,3,3200,2020-12-18,00:11,legend,
mushrom,7,3200,2025-11-23,21:28,legend,
mushrom,6,3200,2021-1-13,01:43,mymelo,
mushrom,2,3200,2025-1-2,18:52,mymelo,
mushrom,8,3200,2020-11-5,15:50,legend,
mushrom,9,3200,2020-1-29,20:55,legend,
history,6,5000,2024-7-19,13:22,legend,
dinner,8,500,2022-1-28,08:09,anohana,
water,4,480,2025-12-11,20:30,anohana,
courage,9,3000,2025-9-23,23:58,kuromi,
mushrom,4,3200,2025-1-2,13:57,legend,
gollem's sweat,9,1500,2023-1-2,22:55,mymelo,
mushrom,9,3200,2020-8-9,13:55,legend,
plant,2,300,2020-12-11,07:10,anohana,
mushrom,10,3200,2025-12-12,00:34,admin,
history,9,5000,2020-1-18,02:06,anohana,
courage,8,3000,2022-8-21,10:29,legend,
gollem,5,3000,2025-1-15,23:53,legend,
sord,4,4000,2021-9-8,22:44,legend,
jelly,5,400,2022-1-12,10:12,anohana,
mushrom,2,3200,2025-12-2,14:07,anohana,
gollem's sweat,6,1500,2025-12-17,09:21,anohana,
gollem's sweat,7,1500,2020-1-21,22:48,legend,
plant,5,300,2025-1-12,16:46,legend,
mushrom,7,3200,2025-3-12,01:22,anohana,
dinner,2,500,2022-7-29,05:57,anohana,
sord,2,4000,2025-7-12,06:45,anohana,
mushrom,7,3200,2025-1-2,02:12,anohana,
mushrom,5,3200,2024-1-5,10:04,mymelo,
history,8,5000,2022-1-7,08:11,kuromi,
plant,1,300,2020-12-3,14:53,legend,
party table,2,1000,2021-5-9,04:12,anohana,
dinner,9,500,2020-1-12,10:48,legend,
mushrom,6,3200,2023-1-5,22:35,legend,
party table,8,1000,2025-6-13,18:19,legend,
mushrom,2,3200,2025-12-12,13:39,anohana,
history,3,5000,2025-1-18,09:47,mymelo,
jelly,1,400,2024-9-2,04:10,anohana,
gollem's sweat,7,1500,2020-9-2,07:29,legend,
mushrom,8,3200,2020-3-21,00:38,kuromi,
party table,7,1000,2022-5-29,07:16,admin,
mushrom,4,3200,2025-12-2,00:20,legend,
mushrom,8,3200,2021-1-6,06:08,legend,
mushrom,3,3200,2025-1-7,18:27,mymelo,
mushrom,6,3200,2020-1-12,04:30,anohana,
plant,10,300,2024-11-2,10:42,admin,
gollem,3,3000,2024-11-8,12:54,mymelo,
history,5,5000,2025-1-12,17:07,legend,
mushrom,7,3200,2025-11-8,23:31,legend,
water,9,480,2023-12-12,03:32,admin,
water,6,480,2020-10-25,22:01,legend,
mushrom,10,3200,2025-1-9,13:59,legend,
mushrom,9,3200,2020-1-5,04:59,anohana,
sord,1,4000,2024-7-17,09:31,anohana,
jelly,4,400,2025-1-24,13:11,anohana,
water,6,480,2020-1-12,12:06,legend,
mushrom,6,3200,2024-11-28,18:19,legend,
plant,7,300,2025-6-29,15:24,legend,
jelly,10,400,2020-4-17,14:44,anohana,
mushrom,2,3200,2025-1-2,16:23,anohana,
party table,8,1000,2020-7-2,18:05,kuromi,
party table,5,1000,2020-7-22,12:45,anohana,
jelly,4,400,2024-1-12,03:49,legend,
gollem,3,3000,2024-1-27,13:34,mymelo,
gollem,6,3000,2025-10-12,23:36,admin,
dinner,9,500,2022-1-26,16:34,legend,
mushrom,2,3200,2020-3-4,18:15,legend,
gollem,6,3000,2024-5-9,12:34,legend,
party table,5,1000,2024-2-12,00:04,kuromi,
dinner,4,500,2025-1-5,21:31,anohana,
dinner,7,500,2025-6-12,10:22,legend,
party table,6,1000,2025-5-20,16:34,legend,
gollem,4,3000,2025-5-8,16:04,legend,
courage,7,3000,2025-12-7,13:03,legend,
mushrom,10,3200,2025-2-12,22:21,anohana,
history,9,5000,2022-6-12,06:33,kuromi,
mushrom,9,3200,2022-1-24,18:35,mymelo,
party table,5,1000,2020-5-2,15:41,kuromi,
water,8,480,2025-11-17,19:32,legend,
jelly,5,400,2025-2-16,11:08,legend,
mushrom,6,3200,2025-8-27,10:10,anohana,
dinner,2,500,2024-1-25,23:11,anohana,
water,5,480,2020-1-31,23:11,anohana,
jelly,8,400,2020-1-15,06:48,legend,
mushrom,8,3200,2025-3-6,00:00,anohana,
mushrom,3,3200,2024-12-27,21:10,legend,
gollem,6,3000,2024-6-6,09:47,legend,
mushrom,6,3200,2020-12-3,02:16,legend,
gollem,9,3000,2021-1-21,03:11,legend,
courage,9,3000,2022-5-29,14:02,kuromi,
water,9,480,2021-11-25,04:18,anohana,
mushrom,9,3200,2025-12-20,21:31,kuromi,
gollem,9,3000,2020-6-12,21:53,legend,
mushrom,6,3200,2021-11-12,09:21,anohana,
party table,1,1000,2023-5-11,06:47,anohana,
mushrom,10,3200,2025-1-20,10:28,legend,
party table,10,1000,2025-7-3,07:40,anohana,
gollem,5,3000,2025-5-15,22:36,legend,
mushrom,2,3200,2020-1-11,15:44,anohana,
history,9,5000,2020-1-23,07:45,mymelo,
sord,1,4000,2020-12-12,05:34,legend,
mushrom,2,3200,2020-4-24,09:57,legend,
mushrom,4,3200,2023-1-5,09:57,anohana,
plant,4,300,2020-1-2,11:43,mymelo,
jelly,9,400,2023-12-26,20:25,kuromi,
mushrom,4,3200,2020-8-11,23:18,anohana,
mushrom,2,3200,2022-11-12,10:56,legend,
party table,9,1000,2024-5-9,06:46,mymelo,
mushrom,3,3200,2024-1-2,13:42,legend,
gollem's sweat,2,1500,2025-5-22,10:03,anohana,
party table,1,1000,2022-7-12,11:38,legend,
mushrom,6,3200,2023-1-11,21:16,mymelo,
mushrom,10,3200,2024-1-2,17:28,mymelo,
